Respondent ID,Category,Question,Response,Race,Gender,Province,Occupation,Demography
1.14375E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,skills,White,Male,Northern Cape,,White | Male | Northern Cape | nan
1.14375E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Investing in employing teams that specifically deal with wildfire/fire education,Black,Male,Western Cape,,Black | Male | Western Cape | nan
1.14374E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Enforcement of fire bylaws on private land owners,White,Female,Western Cape,,White | Female | Western Cape | nan
1.14372E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Sharing knowledge,,Female,Western Cape,,nan | Female | Western Cape | nan
1.14371E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Better Fire meteorological information,Human,Male,Gauteng,,Human | Male | Gauteng | nan
1.14371E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Educating the public on wildland fire management,,,Western Cape,,nan | nan | Western Cape | nan
1.14371E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Fire planning on National Parks,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14371E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Interagency cooperation,African,Male,Western Cape,,African | Male | Western Cape | nan
1.1437E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,More focus on Prescribed burning .We need to burn more areas annually,White,Male,Mpumalanga,,White | Male | Mpumalanga | nan
1.1437E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Training and education of some local authorities,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14369E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14369E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Incident Command System - embedding therof,White,Female,Western Cape,,White | Female | Western Cape | nan
1.14369E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,less political interference,,,Western Cape,,nan | nan | Western Cape | nan
1.14369E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,THE ROLE AND ASSITANCE OF ALL LEVELS IN GOVERNMENT TO ASSIT WITH FIRES AND FIRE FIGHTING,White,Male,North West,,White | Male | North West | nan
1.14369E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,We do not have enough of it,Black,Male,Western Cape,,Black | Male | Western Cape | nan
1.14369E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Funding for equipment,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14369E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,awareness,White,,Mpumalanga,,White | nan | Mpumalanga | nan
1.14368E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,,White,Female,KwaZulu Natal,,White | Female | KwaZulu Natal | nan
1.14368E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,General awareness among public,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14368E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,private land owners and public need better understanding / education,White,Male,Limpopo,,White | Male | Limpopo | nan
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,financial support of conservation organisations to use helicopters to keep fires out of ecologically sensitive areas,African,Female,Western Cape,,African | Female | Western Cape | nan
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Increased number of forest and field rangers,White,Male,Eastern Cape,,White | Male | Eastern Cape | nan
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Improved fuel load reduction,White,Male,Western Cape,,Caucasian | Male | Western Cape | nan
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,fire prevention and planning,White,Male,Mpumalanga,,European | Male | Mpumalanga | nan
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Community fire preparedness,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Prevention,,Male,Western Cape,,nan | m | Western Cape | nan
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,"Inter municipal co operation, B and C Municipalities",,Male,Western Cape,"a.	Firefighter (general)","nan | Male | Western Cape | a.	Firefighter (general)"
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Social Media oppinions,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Landowner responsibility towards fire prevention (creating fire breaks etc),,,North West,,nan | nan | North West | nan
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Quicker reaction to any fire,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Training,White,Male,North West,,White | Male | North West | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Prescribed Burning,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,IC structures,White,Male,Mpumalanga,"a.	Firefighter (general)","w | m | Mpumalanga | a.	Firefighter (general)"
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,greater coordination of state-private bruning management,White,Male,KwaZulu Natal,,European | Male | KwaZulu Natal | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,education on the impact of unscheduled fires,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Urbanization of wildland areas,White,Male,Western Cape,,Caucasion | Male | Western Cape | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Conducting prescribed burns,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,,,,Mpumalanga,,nan | nan | Mpumalanga | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Preventive fire breaks,White,Male,Gauteng,,White | Male | Gauteng | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,fire prevention organisations,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Capacity to effectively respond,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,"Use of better and modern, more cost effective and effective Helicopters/recourses",White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Funding for improvement,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14362E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Wildfire crew leadership,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Funding to fire prevention,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,Integrated Fire Management on all levels,White,Female,Gauteng,,White | Female | Gauteng | nan
1.14362E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,further development of IMTs,White,Male,Eastern Cape,,White | Male | Eastern Cape | nan
1.14362E+11,Review and Analysis,What are three aspects of wildland fire management that could use improvement in South Africa?,,,,,,nan | nan | nan | nan
1.14379E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,,,,Western Cape,,nan | nan | Western Cape | nan
1.14379E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Community based wildfire management,White,Male,Free State,,European | Male | Free State | nan
1.14379E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Working on fire program,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14372E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14379E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,"Difficult to answer, but there is no lack of enthusiasm when it comes to tacking the task, but I guess that most fire fighters share this attribute:)",White,Male,Western Cape,,White | Male  | Western Cape | nan
1.14378E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Early detection using a variety of tools (e.g. Satellite and cameras),,Male,Western Cape,,nan | Male | Western Cape | nan
1.14377E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Ecological - benefits and impacts,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14377E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Legislative environment,White,Male,Mpumalanga,,Caucasian | Male | Mpumalanga | nan
1.14377E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,prescribed burns,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14377E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Fire breaks,,,Western Cape,,nan | nan | Western Cape | nan
1.14377E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Standards for wildland fire fighting,White,Male,Western Cape,"a.	Firefighter (general)","White African | Male | Western Cape | a.	Firefighter (general)"
1.14377E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Resources,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Management and Governance,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,,,Male,Western Cape,"a.	Firefighter (general)","nan | Male | Western Cape | a.	Firefighter (general)"
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Fire Protection Association (FPA) formation & legislative support,White,Male,Eastern Cape,,White | Male | Eastern Cape | nan
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Capacity development,White,Male,Western Cape,,European descent | Male | Western Cape | nan
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Training,White,Female,Western Cape,,Caucasian | Female | Western Cape | nan
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Legislation,White,Female,Western Cape,,White | Female | Western Cape | nan
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Forward Planning,White,Male,Western Cape,,w | m | Western Cape | nan
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Ecological integrity,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Fire Readiness,,Male,Eastern Cape,,nan | Male | Eastern Cape | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Training,,Male,Western Cape,"a.	Firefighter (general)","nan | Male | Western Cape | a.	Firefighter (general)"
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Fire break management,,,Western Cape,,nan | nan | Western Cape | nan
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Awareness,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Suppression protocols and systems,White,Male,Western Cape,,caucasian | Male | Western Cape | nan
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Using fire to fight fire,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Our knowledge of our natural vegetation,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Expertise in Integrated Fire Management,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Same as above,,Female,Western Cape,"a.	Firefighter (general)","nan | Female | Western Cape | a.	Firefighter (general)"
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,"Prevention, risk reduction ie. fuel load management prescribed burning etc.",White,Male,Western Cape,"a.	Firefighter (general)","Caucasian | Male | Western Cape | a.	Firefighter (general)"
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,,,,Western Cape,"a.	Firefighter (general)","nan | nan | Western Cape | a.	Firefighter (general)"
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Remote detection,White,Male,KwaZulu Natal,,White | Male | KwaZulu Natal | nan
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Incident Management Systems,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Government extended works programmes ( WOF and affiliated groups),White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Community-based fire management on communal (traditional) lands,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Resources,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Ensure financial support for municipal fire fighting bodies,South African,Female,Western Cape,,South African  | Female | Western Cape | nan
1.14375E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Wild fire prevention,,,,,nan | nan | nan | nan
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,summer response preparedness,,Male,Western Cape,"a.	Firefighter (general)","nan | Male | Western Cape | a.	Firefighter (general)"
1.14376E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Training,White,Female,Western Cape,,White | Female | Western Cape | nan
1.14375E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Training,,,Western Cape,,nan | nan | Western Cape | nan
1.14375E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Capacity of fire services,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,ICS,White,Female,Western Cape,,White | Female | Western Cape | nan
1.14375E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Legislation,Coloured,Male,Western Cape,,Coloured | Male | Western Cape | nan
1.14375E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Ground crew readiness and training,White,Male,Limpopo,"a.	Firefighter (general)","caucasian | Male | Limpopo | a.	Firefighter (general)"
1.14375E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Fire Protection Association concept and methodology.,,,Western Cape,,nan | nan | Western Cape | nan
1.14375E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Training,White,Male,KwaZulu Natal,,White | Male | KwaZulu Natal | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14375E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Aligning fire management with political priorities,,,Western Cape,,nan | nan | Western Cape | nan
1.14375E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,As above,White,Male,North West,,White | Male | North West | nan
1.14375E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Ecological expertise,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14375E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Education & experience,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14375E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Ecological prescribe burn planning,White,Female,Western Cape,,White | Female | Western Cape | nan
1.14375E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,The use of limited resources to achieve objectives.,,,Western Cape,,nan | nan | Western Cape | nan
1.14375E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Direct attack methods,White,Male,Western Cape,"a.	Firefighter (general)","White | Male  | Western Cape | a.	Firefighter (general)"
1.14375E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Coordination of resources,White,Male,Western Cape,,White | M | Western Cape | nan
1.14375E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,planning,White,Male,Northern Cape,,White | Male | Northern Cape | nan
1.14375E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Technology advancement is most definately better in SA than anywhere else in Africa,Black,Male,Western Cape,,Black | Male | Western Cape | nan
1.14374E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Having well resourced fire fighters,White,Female,Western Cape,,White | Female | Western Cape | nan
1.14372E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,How to work together with different roleplayers at wildland fires,,Female,Western Cape,,nan | Female | Western Cape | nan
1.14371E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Training,Human,Male,Gauteng,,Human | Male | Gauteng | nan
1.14371E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,,,,Western Cape,,nan | nan | Western Cape | nan
1.14371E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Fire planning methodology,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14371E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,ICS system,African,Male,Western Cape,,African | Male | Western Cape | nan
1.1437E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Assist with the implementation of a FDI system which is crucial when appling prescribed fire and when suppresing wild fires,White,Male,Mpumalanga,,White | Male | Mpumalanga | nan
1.1437E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Coordination of landowners (in some areas of SA),White,Male,Western Cape,,White | Male | Western Cape | nan
1.14369E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14369E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,National Veld and Forest Fire Act 101 of 1998 as amended.,White,Female,Western Cape,,White | Female | Western Cape | nan
1.14369E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,less political interference,,,Western Cape,,nan | nan | Western Cape | nan
1.14369E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,THE WORKING FOR FIRE JOB CREATION PROJECT OF GOVERNMENT,White,Male,North West,,White | Male | North West | nan
1.14369E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,it is a vital part of growth and maintenance of our wilderness areas,Black,Male,Western Cape,,Black | Male | Western Cape | nan
1.14369E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Training and mentorship,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14369E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,FPA structures,White,,Mpumalanga,,White | nan | Mpumalanga | nan
1.14368E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,,White,Female,KwaZulu Natal,,White | Female | KwaZulu Natal | nan
1.14368E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14368E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,our science. knowledge of spacial and temopral optimisation,White,Male,Limpopo,,White | Male | Limpopo | nan
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,collaborative fire management amongst various stakeholders,African,Female,Western Cape,,African | Female | Western Cape | nan
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Legislation,White,Male,Eastern Cape,,White | Male | Eastern Cape | nan
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Working on Fire successes,White,Male,Western Cape,,Caucasian | Male | Western Cape | nan
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,The same as above,White,Male,Mpumalanga,,European | Male | Mpumalanga | nan
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,ICS,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Inetrgrated fire management,,Male,Western Cape,,nan | m | Western Cape | nan
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,ICS,,Male,Western Cape,"a.	Firefighter (general)","nan | Male | Western Cape | a.	Firefighter (general)"
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Planning,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,The establishment of Fire Protection Associations,,,North West,,nan | nan | North West | nan
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,A programme similar to the Working on Fire in South Africa,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14367E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Training,White,Male,North West,,White | Male | North West | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Prescribed burning,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Technologies of firefighting equipment and strategies,White,Male,Mpumalanga,"a.	Firefighter (general)","w | m | Mpumalanga | a.	Firefighter (general)"
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Quality and innovation in fire fighting vehicle and equipment,White,Male,KwaZulu Natal,,European | Male | KwaZulu Natal | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,education on the impact of unscheduled fires,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Incident Command,White,Male,Western Cape,,Caucasion | Male | Western Cape | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Responding to wildfires,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Equipment,,,Mpumalanga,,nan | nan | Mpumalanga | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Proffessional Working on Fire program,White,Male,Gauteng,,White | Male | Gauteng | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,fire prevention,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Knowledge of fire behavior in different biomes,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,training/understanding fires,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Experience,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14362E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,Specialized wildfire crews,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,How to engage with landowners using the FPA model,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14366E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,,White,Female,Gauteng,,White | Female | Gauteng | nan
1.14362E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,development of ICS,White,Male,Eastern Cape,,White | Male | Eastern Cape | nan
1.14362E+11,Review and Analysis,What are three aspects of wildland fire management that South Africa could share with other African countries?,,,,,,nan | nan | nan | nan
1.14379E+11,Review and Analysis,What types of fuel burn most often in wildland fires in your area?,,,,Western Cape,,nan | nan | Western Cape | nan
1.14379E+11,Review and Analysis,What types of fuel burn most often in wildland fires in your area?,Grass ( Fine fuels),White,Male,Free State,,European | Male | Free State | nan
1.14379E+11,Review and Analysis,What types of fuel burn most often in wildland fires in your area?,Alien vegetation,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14372E+11,Review and Analysis,What types of fuel burn most often in wildland fires in your area?,,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14379E+11,Review and Analysis,What types of fuel burn most often in wildland fires in your area?,Alien vegetation,White,Male,Western Cape,,White | Male  | Western Cape | nan
1.14378E+11,Review and Analysis,What types of fuel burn most often in wildland fires in your area?,Fynbos,,Male,Western Cape,,nan | Male | Western Cape | nan
1.14377E+11,Review and Analysis,What types of fuel burn most often in wildland fires in your area?,Flammable Fynbos shrubland,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14377E+11,Review and Analysis,What types of fuel burn most often in wildland fires in your area?,"Grass, natural forests",White,Male,Mpumalanga,,Caucasian | Male | Mpumalanga | nan
1.14377E+11,Review and Analysis,What types of fuel burn most often in wildland fires in your area?,fynbos,White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14377E+11,Review and Analysis,What types of fuel burn most often in wildland fires in your area?,Fynbos,,,Western Cape,,nan | nan | Western Cape | nan
1.14377E+11,Review and Analysis,What types of fuel burn most often in wildland fires in your area?,Fynbos,White,Male,Western Cape,"a.	Firefighter (general)","White African | Male | Western Cape | a.	Firefighter (general)"
1.14377E+11,Review and Analysis,What types of fuel burn most often in wildland fires in your area?,Fynbos (Catchment Areas),White,Male,Western Cape,"a.	Firefighter (general)","White | Male | Western Cape | a.	Firefighter (general)"
1.14376E+11,Review and Analysis,What types of fuel burn most often in wildland fires in your area?,,White,Male,Western Cape,,White | Male | Western Cape | nan
1.14376E+11,Review and Analysis,What types of fuel burn most often in wildland fires in your area?,Alien vegetation,,Male,Western Cape,,nan | Male | Western Cape | nan
